train_total_loss,train_vector_loss,train_position_loss
1.48511803150177,5.999322891235352,1.479118824005127
1.3313788175582886,5.997617244720459,1.3253811597824097
1.3320437669754028,5.997702598571777,1.326046109199524
1.345933437347412,5.995419502258301,1.3399379253387451
1.3755918741226196,5.997311115264893,1.3695945739746094
1.186154842376709,5.993247985839844,1.1801615953445435
1.1856751441955566,5.993269443511963,1.1796818971633911
1.1991173028945923,5.991322040557861,1.1931259632110596
1.2804242372512817,5.99303674697876,1.2744312286376953
0.9536624550819397,5.965908050537109,0.9476965665817261
0.9536677002906799,5.965898036956787,0.9477016925811768
0.8952051997184753,5.953199863433838,0.8892520666122437
1.1359463930130005,5.9771552085876465,1.1299691200256348
0.388894647359848,5.877926826477051,0.3830167055130005
0.39135754108428955,5.876400947570801,0.38548117876052856
0.41110917925834656,5.819133281707764,0.40529000759124756
0.9650402665138245,5.920458793640137,0.9591197967529297
0.23924778401851654,5.342824935913086,0.23390495777130127
0.2398945838212967,5.344810962677002,0.23454974591732025
0.4607585072517395,5.154240608215332,0.45560422539711
0.8357676863670349,5.767967224121094,0.8299996852874756
0.08135223388671875,4.508561134338379,0.07684367150068283
0.07831890881061554,4.513464450836182,0.07380542904138565
0.2677401900291443,4.724976539611816,0.2630152106285095
0.7271187901496887,5.60347843170166,0.7215153574943542
0.10056941211223602,4.944642066955566,0.09562477469444275
0.10225111246109009,4.999625205993652,0.09725148975849152
0.07966366410255432,3.778916358947754,0.07588473707437515
0.6466666460037231,5.526422500610352,0.6411401629447937
0.04007572680711746,4.580987930297852,0.035494741052389145
0.037602249532938004,4.580511093139648,0.03302174061536789
0.06664179265499115,4.446850299835205,0.06219495087862015
0.5788418650627136,5.428650379180908,0.5734133124351501
0.04628320783376694,5.0474934577941895,0.04123571515083313
0.04562706872820854,5.047440528869629,0.04057962819933891
0.10638889670372009,5.182290554046631,0.10120659321546555
0.5250096321105957,5.417324542999268,0.51959228515625
0.03476755693554878,5.44472074508667,0.029322834685444832
0.03456245735287666,5.447905540466309,0.02911454811692238
0.06411848217248917,5.462413787841797,0.058656059205532074
0.47903963923454285,5.412312030792236,0.4736272990703583
0.011302229017019272,5.121579170227051,0.006180649157613516
0.010911430232226849,5.120236396789551,0.00579119473695755
0.014495226554572582,5.287724018096924,0.009207502007484436
0.4401461184024811,5.360822677612305,0.43478530645370483
0.014822177588939667,4.567558765411377,0.010254619643092155
0.014827136881649494,4.56824254989624,0.01025889441370964
0.017113985493779182,4.691782474517822,0.012422202154994011
0.4073026478290558,5.281195640563965,0.40202146768569946
0.008742639794945717,4.048609733581543,0.004694029688835144
0.00885565672069788,4.047736644744873,0.004807920195162296
0.012636194005608559,4.367006301879883,0.008269188925623894
0.37872743606567383,5.206369876861572,0.3735210597515106
0.007122848182916641,4.653979778289795,0.002468867227435112
0.007197821978479624,4.657019138336182,0.002540802815929055
0.011015912517905235,4.881897449493408,0.006134015507996082
0.35404887795448303,5.182681083679199,0.34886622428894043
0.009397836402058601,4.943850040435791,0.004453984089195728
0.009551016613841057,4.950229167938232,0.0046007875353097916
0.013487789779901505,5.057521820068359,0.008430265821516514
0.3324422240257263,5.161929130554199,0.3272802233695984
0.006458501797169447,4.638127326965332,0.0018203752115368843
0.006614833138883114,4.643208026885986,0.001971626188606024
0.008648478426039219,4.751774311065674,0.0038967039436101913
0.31325840950012207,5.121192932128906,0.3081372082233429
0.0060949488542973995,4.520371437072754,0.0015745775308459997
0.006239677779376507,4.519445419311523,0.0017202316084876657
0.007879313081502914,4.719133377075195,0.00316017959266901
0.29618361592292786,5.093608856201172,0.2910900115966797
0.005355590023100376,4.5271430015563965,0.0008284472278319299
0.005441451445221901,4.534913063049316,0.0009065377525985241
0.006371680647134781,4.666110992431641,0.001705569215118885
0.2808712124824524,5.0683207511901855,0.275802880525589
0.005173125769942999,4.743596076965332,0.00042952934745699167
0.00518905371427536,4.74779748916626,0.0004412560083437711
0.0054134707897901535,4.763822078704834,0.0006496482528746128
0.26709821820259094,5.057709217071533,0.26204049587249756
0.005670651793479919,4.925648212432861,0.0007450029370374978
0.0057028429582715034,4.930750846862793,0.0007720919093117118
0.00595001969486475,4.9188408851623535,0.001031178398989141
0.2546563148498535,5.051181316375732,0.24960513412952423
0.005999255459755659,4.958935737609863,0.0010403190972283483
0.0060956766828894615,4.961963176727295,0.0011337135219946504
0.007558352313935757,4.957865238189697,0.0026004875544458628
0.2433764785528183,5.045977592468262,0.23833049833774567
0.006853790022432804,4.913867950439453,0.0019399215234443545
0.007219705730676651,4.9161906242370605,0.002303514862433076
0.01053036842495203,4.941493988037109,0.005588873755186796
0.23313048481941223,5.042346954345703,0.2280881404876709
0.008154531940817833,5.067055702209473,0.0030874754302203655
0.008605551905930042,5.06269645690918,0.0035428544506430626
0.012242448516190052,5.077308177947998,0.007165140472352505
0.22378112375736237,5.043564796447754,0.21873754262924194
0.008876588195562363,5.097184658050537,0.0037794033996760845
0.009526395238935947,5.08896017074585,0.004437434487044811
0.011235704645514488,5.106754302978516,0.006128950510174036
0.21519163250923157,5.046952247619629,0.21014466881752014
0.008817478083074093,5.140323638916016,0.003677154891192913
0.009583212435245514,5.127866744995117,0.004455345682799816
0.01070894580334425,5.137737274169922,0.005571208894252777
0.20724575221538544,5.046627044677734,0.20219913125038147
0.008250623010098934,4.88723611831665,0.0033633869607001543
0.00907844491302967,4.875914096832275,0.00420253025367856
0.008981491439044476,4.935678005218506,0.004045814275741577
0.19984985888004303,5.038316249847412,0.19481155276298523
0.00695774843916297,4.814551830291748,0.0021431955974549055
0.007568059489130974,4.799922943115234,0.0027681353967636824
0.007459534332156181,4.865221977233887,0.0025943126529455185
0.192936509847641,5.029618740081787,0.1879069060087204
0.005719806533306837,4.763611793518066,0.0009561936603859067
0.006037094630300999,4.749809265136719,0.0012872855877503753
0.0061035496182739735,4.787520408630371,0.00131602818146348
0.1864701211452484,5.016068935394287,0.18145404756069183
0.005143469199538231,4.641986846923828,0.0005014817579649389
0.00527349254116416,4.639405250549316,0.0006340860272757709
0.005490857642143965,4.653579235076904,0.0008372774464078248
0.18042248487472534,5.001605987548828,0.17542089521884918
0.004986197222024202,4.618803977966309,0.00036739197093993425
0.00501697463914752,4.6165690422058105,0.0004004045622423291
0.0053044334053993225,4.607274055480957,0.0006971587426960468
0.1747625321149826,4.986032962799072,0.1697765290737152
0.004996820818632841,4.618958473205566,0.0003778610844165087
0.0049982862547039986,4.621064186096191,0.000377221149392426
0.005213702097535133,4.6099772453308105,0.0006037238636054099
0.1694534420967102,4.970114707946777,0.16448330879211426
0.004930688533931971,4.51921272277832,0.00041147577576339245
0.004895709455013275,4.522053241729736,0.0003736561047844589
0.005117393098771572,4.511463165283203,0.0006059297011233866
0.16446705162525177,4.952330589294434,0.15951472520828247
0.0049707163125276566,4.414172649383545,0.0005565431201830506
0.00491093285381794,4.416409492492676,0.0004945230321027339
0.005032713990658522,4.414584636688232,0.0006181285134516656
0.15977343916893005,4.934718132019043,0.1548386961221695
0.0048982216976583,4.401228427886963,0.0004969926667399704
0.004797846544533968,4.403468132019043,0.0003943773917853832
0.004916099365800619,4.402831077575684,0.0005132686346769333
0.1553463339805603,4.922901153564453,0.15042345225811005
0.004976412747055292,4.412400722503662,0.0005640111630782485
0.004860823042690754,4.414761066436768,0.00044606110895983875
0.004944545216858387,4.414762020111084,0.0005297832540236413
0.1511651575565338,4.908836841583252,0.14625634253025055
0.004821221809834242,4.509221076965332,0.0003119998727925122
0.004746358375996351,4.512397289276123,0.000233960643527098
0.004878911655396223,4.512397766113281,0.00036651393747888505
0.1472109854221344,4.898777961730957,0.1423122137784958
0.005010224413126707,4.648886680603027,0.00036133709363639355
0.00497191958129406,4.652987003326416,0.000318932521622628
0.005157711450010538,4.652987003326416,0.0005047243321314454
0.14346818625926971,4.8886590003967285,0.13857948780059814
0.004844195209443569,4.446454048156738,0.00039774112519808114
0.00477607874199748,4.449516773223877,0.0003265616833232343
0.0048712799325585365,4.449516773223877,0.0004217631067149341
0.1399226039648056,4.878681659698486,0.1350438892841339
0.005023518111556768,4.381654262542725,0.0006418628618121147
0.0049547250382602215,4.384443759918213,0.0005702815251424909
0.005018213298171759,4.384444713592529,0.0006337692029774189
0.13656087219715118,4.869243144989014,0.13169163465499878
0.004750269465148449,4.543558597564697,0.0002067104505840689
0.004715315531939268,4.5473761558532715,0.00016793902614153922
0.004851353354752064,4.547375202178955,0.000303976412396878
0.13336554169654846,4.860241889953613,0.12850530445575714
0.005806280300021172,4.681234359741211,0.0011250450043007731
0.0058327834121882915,4.685643672943115,0.0011471387697383761
0.006115203723311424,4.685645580291748,0.001429559662938118
0.13031785190105438,4.850632190704346,0.1254672408103943
0.006108545232564211,4.732618808746338,0.0013759257271885872
0.0061481972225010395,4.736923694610596,0.001411272445693612
0.00642953347414732,4.736923694610596,0.0016926091630011797
0.12741981446743011,4.842249393463135,0.12257755547761917
0.0047410475090146065,4.432039737701416,0.000309008959447965
0.004722660407423973,4.435454368591309,0.00028720611589960754
0.004838136490434408,4.435454368591309,0.00040268173324875534
0.12465158104896545,4.835192680358887,0.1198163703083992
0.0064059095457196236,4.2292609214782715,0.0021766494028270245
0.006351747550070286,4.231103897094727,0.0021206436213105917
0.00632967846468091,4.23110294342041,0.002098573837429285
0.12200571596622467,4.829754829406738,0.11717595160007477
0.004964165389537811,4.365318775177002,0.0005988454795442522
0.004952408839017153,4.365318775177002,0.0005870884633623064
0.005033590830862522,4.36531925201416,0.0006682708626613021
0.11947974562644958,4.8217668533325195,0.11465798318386078
0.005609736777842045,4.731640815734863,0.000878096092492342
0.005647587589919567,4.731640815734863,0.0009159467881545424
0.005919944029301405,4.731640815734863,0.0011883029947057366
0.11705406755208969,4.813744068145752,0.11224034428596497
0.0064057218842208385,4.835081100463867,0.0015706412959843874
0.006457097362726927,4.835081100463867,0.0016220166580751538
0.006734482012689114,4.835080623626709,0.0018994009587913752
0.1147376298904419,4.806103706359863,0.10993151366710663
0.00489239115267992,4.428622722625732,0.0004637689853552729
0.004883659537881613,4.428622722625732,0.0004550368175841868
0.0049614799208939075,4.428622245788574,0.0005328576662577689
0.11251126974821091,4.801693916320801,0.10770957171916962
0.006598964333534241,4.141092300415039,0.0024578715674579144
0.006563443224877119,4.141092300415039,0.0024223506916314363
0.006542983464896679,4.141093730926514,0.0024018906988203526
