train_position_loss,val_position_loss,test_position_loss,ext_position_loss
0.05048859491944313,0.027470089495182037,0.029860636219382286,0.04237239807844162
0.043221961706876755,0.029216686263680458,0.033693827688694,0.11152370274066925
0.0363992340862751,0.015277654863893986,0.01616070233285427,0.04543677717447281
0.030070781707763672,0.008532444946467876,0.008663929998874664,0.011553090065717697
0.025528963655233383,0.006311244796961546,0.00656138313934207,0.006768487859517336
0.02216974087059498,0.003985484596341848,0.004074244759976864,0.004407528322190046
0.01944402977824211,0.002347601344808936,0.0023739461321383715,0.002973269671201706
0.017328238114714622,0.002760261995717883,0.002780538285151124,0.003473510965704918
0.015794407576322556,0.0043347557075321674,0.0043505472131073475,0.0051680454052984715
0.014765474013984203,0.006721959915012121,0.006728748325258493,0.007612171117216349
0.014101090840995312,0.007925966754555702,0.00789602193981409,0.00862268079072237
0.01354698371142149,0.006755870766937733,0.006670092232525349,0.007199833635240793
0.012929173186421394,0.004415265284478664,0.004318379331380129,0.005482033360749483
0.012243857607245445,0.0028677673544734716,0.0027479780837893486,0.007624825928360224
0.01159971859306097,0.003353522624820471,0.0030610274989157915,0.007802206091582775
0.011112653650343418,0.005546148866415024,0.005265795160084963,0.009231911972165108
0.010823658667504787,0.007468618918210268,0.007493762299418449,0.009553933516144753
0.010672438889741898,0.008466984145343304,0.008603072725236416,0.008978279307484627
0.010563383810222149,0.008056153543293476,0.008195926435291767,0.008333208970725536
0.010406714864075184,0.006169955246150494,0.006290070246905088,0.006596721708774567
0.010161083191633224,0.003994051832705736,0.004075494594871998,0.004514613188803196
0.009856301359832287,0.002994604641571641,0.003025178099051118,0.0035417680628597736
0.009571243077516556,0.003873031120747328,0.0038501364178955555,0.004388891160488129
0.009369570761919022,0.005822369363158941,0.005752755794674158,0.006252992898225784
0.00925961323082447,0.0075969938188791275,0.007491530384868383,0.007891722954809666
0.00921047106385231,0.008511916734278202,0.0083841597661376,0.00863545574247837
0.00918060727417469,0.00842348299920559,0.008289467543363571,0.008376884274184704
0.009135370142757893,0.007503375876694918,0.0073796892538666725,0.007321684155613184
0.009055672213435173,0.006274433806538582,0.00617612712085247,0.006003735587000847
0.008946401067078114,0.005425506271421909,0.005363999400287867,0.005115811713039875
0.008829798549413681,0.005308968480676413,0.005288469139486551,0.005008598789572716
0.008726940490305424,0.005764998495578766,0.005786532070487738,0.0055189719423651695
0.008649191819131374,0.0063945637084543705,0.006454660091549158,0.006246382370591164
0.008592980913817883,0.006766360253095627,0.006856963969767094,0.0067486693151295185
0.008545753546059132,0.006725836545228958,0.006837266031652689,0.0068577309139072895
0.008496440947055817,0.006417626049369574,0.006539344321936369,0.006699784193187952
0.008441007696092129,0.006122340448200703,0.006243535783141851,0.006534446496516466
0.008383236825466156,0.006086965091526508,0.00619800528511405,0.006592170335352421
0.008331749588251114,0.0064291940070688725,0.006521980278193951,0.00698920339345932
0.008294548839330673,0.00704098679125309,0.007109123282134533,0.0076399571262300014
0.008273722603917122,0.0076058912090957165,0.00764629477635026,0.008272375911474228
0.00826310645788908,0.007898356765508652,0.0079087745398283,0.008687118999660015
0.008253864012658596,0.007784964516758919,0.007765582296997309,0.00877629779279232
0.00823654793202877,0.007255526725202799,0.007209921721369028,0.008572407066822052
0.008203519508242607,0.006397534627467394,0.006330748088657856,0.008222168311476707
0.008151456713676453,0.0054316953755915165,0.005349662154912949,0.00799423549324274
0.008082191459834576,0.0046645281836390495,0.0045739514753222466,0.008172350004315376
0.008004107512533665,0.004343053326010704,0.004283267538994551,0.00885684322565794
0.00792864989489317,0.004618564620614052,0.004624946974217892,0.010115988552570343
0.007868517190217972,0.005507855210453272,0.005585202481597662,0.011776154860854149
0.007832610979676247,0.006731837522238493,0.006839728448539972,0.01326773688197136
0.007822929881513119,0.008005013689398766,0.008090957999229431,0.014251276850700378
0.007835857570171356,0.008993346244096756,0.009029630571603775,0.014529876410961151
0.007862115278840065,0.009417903609573841,0.009412744082510471,0.014010901562869549
0.007889713160693645,0.009173992089927197,0.009173993021249771,0.012735297903418541
0.007906808517873287,0.008303801529109478,0.008322697132825851,0.01088829804211855
0.00790436752140522,0.006994481664150953,0.007030501030385494,0.008798239752650261
0.007878079079091549,0.005509510636329651,0.005559561774134636,0.0067389244213700294
0.007827755995094776,0.004071181174367666,0.004132016561925411,0.0048950789496302605
0.007757406681776047,0.0029461903031915426,0.003014217596501112,0.0035173906944692135
0.0076751322485506535,0.0023660461883991957,0.0024375636130571365,0.0028023505583405495
0.007590618450194597,0.00238339533098042,0.0024553954135626554,0.0027784460689872503
0.0075137256644666195,0.003021934535354376,0.003091876395046711,0.003456090809777379
0.007452972233295441,0.0041419751942157745,0.004207890015095472,0.004633982665836811
0.007413423154503107,0.005546757951378822,0.005606987979263067,0.0060759494081139565
0.007397028151899576,0.007032968103885651,0.0070859938859939575,0.007586054503917694
0.007402131799608469,0.008343842811882496,0.00838842149823904,0.008906429633498192
0.007423303090035915,0.009250298142433167,0.009285502135753632,0.009807383641600609
0.007453331258147955,0.009648874402046204,0.00967367459088564,0.01018510665744543
0.007483977358788252,0.0094677172601223,0.009481385350227356,0.009967559948563576
0.0075072660110890865,0.008759000338613987,0.008761807344853878,0.009210232645273209
0.00751672126352787,0.007609872613102198,0.007602049503475428,0.008000316098332405
0.007507944479584694,0.0061825974844396114,0.006164932157844305,0.006503083743155003
0.007479371968656778,0.004719175398349762,0.004693217575550079,0.0049668364226818085
0.007432622369378805,0.0033709960989654064,0.0033384286798536777,0.003545570420101285
0.007370802573859692,0.002276332350447774,0.0022388286888599396,0.0023794304579496384
0.007298655342310667,0.0015727122081443667,0.0015319650992751122,0.0016093591693788767
0.007222152780741453,0.0013148293364793062,0.00127237883862108,0.0012924420880153775
0.007147062104195356,0.0014937781961634755,0.0014508500462397933,0.0014183195307850838
0.007078720722347498,0.00208293367177248,0.0020405615214258432,0.0019608933944255114
0.007021248806267977,0.0029567682649940252,0.002915752585977316,0.0027970224618911743
0.006977308541536331,0.004042657557874918,0.004010994452983141,0.003852141322568059
0.006948363967239857,0.005232197232544422,0.005246033892035484,0.005018288269639015
0.006934261415153742,0.006367789581418037,0.006465195212513208,0.00613885372877121
0.006933155469596386,0.007354383356869221,0.007574593648314476,0.007118781562894583
0.006942468229681253,0.008114511147141457,0.00850046705454588,0.00788083579391241
0.006958775222301483,0.00856310036033392,0.009156403131783009,0.008340160362422466
0.006977948360145092,0.008651851676404476,0.009489431977272034,0.008448178879916668
0.006995841395109892,0.0083794966340065,0.00950656644999981,0.008203873410820961
0.0070086088962852955,0.007764882408082485,0.009210101328790188,0.007625581696629524
0.007013073656708002,0.0069053079932928085,0.008509048260748386,0.006807397585362196
0.007007020991295576,0.005846967920660973,0.007505841553211212,0.005795943085104227
0.006989108398556709,0.004686121828854084,0.0062608905136585236,0.004685760010033846
0.0069593144580721855,0.0035620846319943666,0.004995834082365036,0.0036126163322478533
0.006918841507285833,0.002540074521675706,0.0038344855420291424,0.00264094234444201
0.006869326811283827,0.0016781847225502133,0.002836675615981221,0.0018284217221662402
0.006813018582761288,0.001046065939590335,0.002075399737805128,0.0012429814087226987
0.00675269216299057,0.0006736682262271643,0.0015047909691929817,0.0009132222621701658
0.006691011134535074,0.0005517766694538295,0.0011722190538421273,0.0008311221608892083
0.006630523595958948,0.0006785442237742245,0.0011184094473719597,0.00100310193374753
0.006573476362973452,0.001012307358905673,0.001309701707214117,0.0014529800973832607
0.006521653383970261,0.001525461790151894,0.0017096598166972399,0.0023013476748019457
0.0064764609560370445,0.0021820387337356806,0.0022830513771623373,0.003496910911053419
0.0064388238824903965,0.002912946278229356,0.0029626665636897087,0.0047147683799266815
0.006408977322280407,0.003679507179185748,0.0037071576807647943,0.005945229437202215
0.006386941764503717,0.004451187327504158,0.004477982874959707,0.007180310320109129
0.006372339092195034,0.005173598416149616,0.005199377425014973,0.00835784524679184
0.006364168133586645,0.00579491164535284,0.005819512996822596,0.009417898952960968
0.0063613238744437695,0.006304650567471981,0.006327878218144178,0.010365168564021587
0.00636252062395215,0.006672886200249195,0.006694538984447718,0.01116957701742649
0.006366224493831396,0.006865269970148802,0.0068852342665195465,0.011774814687669277
0.0063707949593663216,0.00688544288277626,0.006903534289449453,0.01221524178981781
0.006374666932970285,0.006728232838213444,0.006744271609932184,0.012506596744060516
0.006376341916620731,0.006410942412912846,0.006424850318580866,0.012650205753743649
0.006374586373567581,0.005949317943304777,0.005961017217487097,0.012711276300251484
0.006368333473801613,0.005363495554775,0.005372913088649511,0.0126950079575181
0.006356754805892706,0.004697591997683048,0.004704747349023819,0.012606839649379253
0.006339604035019875,0.004000319167971611,0.004005324095487595,0.012656085193157196
0.006316762417554855,0.003285954473540187,0.0032888955902308226,0.012940198183059692
0.006288410630077124,0.0025915787555277348,0.002592584816738963,0.013523670844733715
0.006255101878196001,0.0019804718904197216,0.001979790162295103,0.01430183183401823
0.006217592395842075,0.001442406908608973,0.0014402044471353292,0.015176142565906048
0.006176700349897146,0.0009986914228647947,0.0009951397078111768,0.016164081171154976
0.006133338902145624,0.0006736303330399096,0.000668931461405009,0.01723417080938816
0.006088537164032459,0.00046144210500642657,0.00045576164848171175,0.01840343326330185
0.006043196190148592,0.00035858593764714897,0.00035205259337089956,0.019693270325660706
0.0059981937520205975,0.0003624267119448632,0.00035516612115316093,0.02107703685760498
0.005954308435320854,0.0004598843806888908,0.0004520151123870164,0.022518154233694077
0.005912197288125753,0.0006417541881091893,0.0006333579076454043,0.024053694680333138
0.0058724358677864075,0.0008983811130747199,0.0008895299397408962,0.025615911930799484
0.005835439544171095,0.0012007668847218156,0.001191545627079904,0.026992514729499817
0.005801512859761715,0.001548740197904408,0.0015392035711556673,0.027670221403241158
0.005770839750766754,0.0019306207541376352,0.0019208209123462439,0.02793360874056816
0.005743550602346659,0.002320287050679326,0.00231028045527637,0.0277959406375885
0.005719565320760012,0.002710497472435236,0.002700334880501032,0.027863884344697
0.005698810797184706,0.0030966857448220253,0.0030864132568240166,0.027957089245319366
0.005681140813976526,0.0034616689663380384,0.003451332915574312,0.02804587036371231
0.0056662471033632755,0.003788868896663189,0.0037785174790769815,0.0281173475086689
0.005653812550008297,0.004081121180206537,0.004070801194757223,0.028164414688944817
0.005643506534397602,0.004329725168645382,0.004319486208260059,0.028178436681628227
0.005634932778775692,0.004516719840466976,0.004506605677306652,0.02812824584543705
0.005627632141113281,0.004647966008633375,0.004638029262423515,0.028020478785037994
0.00562113244086504,0.004718491807579994,0.004708786029368639,0.027861110866069794
0.00561501644551754,0.004725037142634392,0.00471560750156641,0.027654573321342468
0.005608843173831701,0.004668538458645344,0.004659436643123627,0.027396921068429947
0.005602159071713686,0.00454977061599493,0.004541053902357817,0.027085280045866966
0.005594582296907902,0.0043745203875005245,0.004366240464150906,0.026728734374046326
0.005585764069110155,0.004151846747845411,0.004144042264670134,0.026337992399930954
0.0055754161439836025,0.003882060293108225,0.0038747857324779034,0.025907639414072037
0.005563289392739534,0.0035727773793041706,0.0035660804715007544,0.025444267317652702
0.00554923340678215,0.0032494880724698305,0.0032433802261948586,0.024980252608656883
0.005533154588192701,0.002905577654018998,0.0029000923968851566,0.024500947445631027
0.005515000317245722,0.0025508429389446974,0.0025460044853389263,0.024015825241804123
0.005494802258908749,0.0022066973615437746,0.00220250035636127,0.02354917861521244
0.005472684744745493,0.0018752461764961481,0.0018716874765232205,0.023101728409528732
0.005448764655739069,0.0015588481910526752,0.0015559286111965775,0.022673984989523888
0.0054232035763561726,0.0012695409823209047,0.0012672458542510867,0.02227809652686119
0.005396250169724226,0.0010160153033211827,0.0010143151739612222,0.02192438393831253
0.005368120037019253,0.0007926295511424541,0.0007915138266980648,0.021604454144835472
0.005339042749255896,0.000602889689616859,0.0006023470195941627,0.02132045105099678
0.005309266038239002,0.00045596485142596066,0.000455954868812114,0.02108614891767502
0.005279042292386293,0.000342702231137082,0.0003432135272305459,0.020888257771730423
0.005248586647212505,0.0002635134442243725,0.0002645347558427602,0.020726758986711502
0.00521811842918396,0.0002190760860685259,0.0002205799682997167,0.02060503140091896
0.00518783088773489,0.00020535224757622927,0.00020732081611640751,0.020517583936452866
0.005157904699444771,0.00022008054656907916,0.0002225053176516667,0.020460590720176697
0.0051284958608448505,0.00026078434893861413,0.0002636502031236887,0.020432963967323303
0.005099735222756863,0.000323068059515208,0.0003263526887167245,0.020431866869330406
0.005071738734841347,0.00040605259709991515,0.0004097492783330381,0.0204536784440279
0.005044605582952499,0.000507767777889967,0.0005118701956234872,0.020496031269431114
0.0050184037536382675,0.0006197524489834905,0.0006242346134968102,0.020552942529320717
0.004993187729269266,0.0007446559611707926,0.0007495126337744296,0.020624859258532524
0.004969014786183834,0.0008805227116681635,0.0008857488282956183,0.02070956863462925
0.0049459137953817844,0.001020322903059423,0.0010259014088660479,0.020801570266485214
0.0049238745123147964,0.0011637501884251833,0.0011696709552779794,0.02089957520365715
0.004902906250208616,0.0013113028835505247,0.0013175617204979062,0.02100319415330887
0.00488301320001483,0.0014586105244234204,0.0014651983510702848,0.02110867016017437
0.004864141345024109,0.0016010372200980783,0.0016079397173598409,0.021211640909314156
0.004846272524446249,0.0017418144270777702,0.001749028218910098,0.02131427638232708
0.00482937740162015,0.0018792983610183,0.0018868204206228256,0.021415241062641144
0.004813389386981726,0.002005077200010419,0.002012890297919512,0.021507441997528076
0.004798250738531351,0.002124421764165163,0.0021325231064110994,0.021594213321805
0.004783906042575836,0.00223592109978199,0.0022430045064538717,0.021643979474902153
0.004770288709551096,0.0023347872775048018,0.0023432725574821234,0.021682849153876305
0.0047573125921189785,0.002421746263280511,0.002434329828247428,0.02171142026782036
0.004744906909763813,0.002497371518984437,0.0025168070569634438,0.021729176864027977
0.004733007866889238,0.0025596353225409985,0.002588547533378005,0.0217354167252779
0.00472152978181839,0.0026070205494761467,0.0026477156206965446,0.021729905158281326
0.0047103832475841045,0.002640882972627878,0.002695998176932335,0.02171122282743454
0.0046994942240417,0.0026605864986777306,0.002732823370024562,0.021678917109966278
0.004688787739723921,0.0026653839740902185,0.0027564321644604206,0.02163505367934704
0.004678179044276476,0.002655967138707638,0.0027683586813509464,0.02157740481197834
0.004667593631893396,0.0026322039775550365,0.0027685072273015976,0.021506089717149734
0.004656961653381586,0.0025955201126635075,0.002757389796897769,0.02142331190407276
0.004646214656531811,0.002546038245782256,0.002735465532168746,0.021328872069716454
0.004635295830667019,0.002483631018549204,0.002703087404370308,0.02122233808040619
0.004624146036803722,0.002410230692476034,0.002661594422534108,0.021106164902448654
0.004612710792571306,0.0023282142356038094,0.0026127139572054148,0.020982854068279266
0.004600951913744211,0.002236007945612073,0.002555905608460307,0.020849844440817833
0.004588831216096878,0.0021346495486795902,0.0024922664742916822,0.020708121359348297
0.004576325416564941,0.002030664589256048,0.002426240826025605,0.020566893741488457
0.004563421010971069,0.001920063397847116,0.0023557287640869617,0.020419521257281303
0.004550076089799404,0.0018041204893961549,0.002281965920701623,0.020267680287361145
0.004536295775324106,0.0016881243791431189,0.002208859194070101,0.020116504281759262
0.004522085655480623,0.0015713725006207824,0.002136225812137127,0.019965484738349915
0.004507448058575392,0.0014531727647408843,0.0020641086157411337,0.019814396277070045
0.004492379259318113,0.001336776651442051,0.0019948752596974373,0.01966964825987816
0.004476916044950485,0.0012251617154106498,0.0019305398454889655,0.019531702622771263
0.004461071919649839,0.0011154396925121546,0.0018699136562645435,0.019396329298615456
0.0044448585249483585,0.0010086566908285022,0.001814007293432951,0.01926453970372677
0.004428322426974773,0.0009107629884965718,0.0017661680467426777,0.019142674282193184
0.0044114915654063225,0.0008170518558472395,0.0017241293098777533,0.019025510177016258
0.00439439108595252,0.0007282177684828639,0.0016885207733139396,0.018914224579930305
0.004377055447548628,0.0006475111003965139,0.0016609076410531998,0.018812494352459908
0.004359522834420204,0.00057354656746611,0.001640581525862217,0.018719110637903214
0.004341825842857361,0.0005052301567047834,0.0016274267109110951,0.018631640821695328
0.004323993809521198,0.00044382220949046314,0.0016217402881011367,0.018551819026470184
0.004306064918637276,0.00039008588646538556,0.0016231249319389462,0.01848113164305687
0.004288069438189268,0.000341949489666149,0.0016315713291987777,0.01841595023870468
0.004270034376531839,0.00029946063295938075,0.001646974589675665,0.018357334658503532
0.0042519886046648026,0.00026433332823216915,0.001668119220994413,0.01830706186592579
0.0042339591309428215,0.0002342745865462348,0.0016956354957073927,0.018262099474668503
0.004215970169752836,0.0002092269714921713,0.0017293730052188039,0.01822289638221264
0.00419804360717535,0.00018968986114487052,0.0017678557196632028,0.018190018832683563
0.004180201794952154,0.00017487020522821695,0.001811192138120532,0.018162887543439865
0.0041624633595347404,0.00016427785158157349,0.001860005664639175,0.018139779567718506
0.004144844599068165,0.00015785900177434087,0.0019131661392748356,0.01812129095196724
0.004127361346036196,0.00015529700613114983,0.001969181699678302,0.01810753345489502
0.004110028967261314,0.00015618038014508784,0.002029659692198038,0.018097611144185066
0.004092860501259565,0.00016037366003729403,0.002094449708238244,0.01809094473719597
0.004075865726917982,0.00016729261551517993,0.002159521449357271,0.018088223412632942
0.004059055354446173,0.00017693976406008005,0.0022279322147369385,0.018088724464178085
0.004042437300086021,0.0001891871652333066,0.002299616113305092,0.018091760575771332
0.004026019014418125,0.0002033727359957993,0.0023717067670077085,0.01809745840728283
0.004009805619716644,0.0002194323460571468,0.002445177873596549,0.018105434253811836
0.003993803635239601,0.0002374738542130217,0.0025209467858076096,0.01811533235013485
0.003978018183261156,0.0002570331562310457,0.0025974977761507034,0.018127121031284332
0.0039624497294425964,0.00027752111782319844,0.002673198003321886,0.01814049854874611
0.003947102464735508,0.00029946351423859596,0.0027504388708621264,0.018155522644519806
0.003931977320462465,0.00032275612466037273,0.0028291146736592054,0.01817188411951065
0.003917076159268618,0.00034602746018208563,0.002905171597376466,0.018188174813985825
0.003902396885678172,0.0003703063412103802,0.0029822224751114845,0.018206153064966202
0.0038879404310137033,0.00039549957728013396,0.003060264978557825,0.018225185573101044
0.0038737074937671423,0.00042062881402671337,0.0031365228351205587,0.018244266510009766
0.003859693882986903,0.0004459616611711681,0.0032120789401233196,0.018264295533299446
0.003845900297164917,0.0004718416021205485,0.003288366599008441,0.018284710124135017
0.003832324640825391,0.0004977405187673867,0.003363927360624075,0.01830516941845417
0.0038189610932022333,0.0005230845417827368,0.0034374052193015814,0.018325040116906166
0.0038058082573115826,0.0005486615700647235,0.0035111969336867332,0.018345067277550697
0.0037928654346615076,0.000574396108277142,0.0035852266009896994,0.018365100026130676
0.0037801265716552734,0.0005989004857838154,0.0036554099060595036,0.018385425209999084
0.003767583752050996,0.0006233719177544117,0.0037255946081131697,0.018405841663479805
0.003755238838493824,0.0006477400893345475,0.003795779077336192,0.018426159396767616
0.003743087640032172,0.0006711225723847747,0.0038636138197034597,0.018445106223225594
0.0037311199121177197,0.0006938413716852665,0.003930004313588142,0.018463872373104095
0.0037193340249359608,0.00071623147232458,0.0039961556904017925,0.018482277169823647
0.0037077288143336773,0.000737864407710731,0.004060883074998856,0.018499966710805893
0.003696292405948043,0.0007583070546388626,0.004123104270547628,0.01851685158908367
0.0036850227043032646,0.0007782302564010024,0.0041849021799862385,0.018533101305365562
0.003673917381092906,0.0007975729531608522,0.004246172495186329,0.018548713997006416
