train_total_loss,train_vector_loss,train_position_loss,val_total_loss,val_vector_loss,val_position_loss,test_total_loss,test_vector_loss,test_position_loss,ext_total_loss,ext_vector_loss,ext_position_loss
0.0005004371632821858,5.9322617744328454e-05,0.000500377849675715,0.0012689272407442331,6.598409527214244e-05,0.001268861349672079,0.0013001167681068182,6.7605942604132e-05,0.0013000491308048368,0.0016380210872739553,9.674044122220948e-05,0.0016379243461415172
0.0009834087686613202,0.00010832687985384837,0.0009833003859966993,0.0018692010780796409,0.00017115774971898645,0.0018690299475565553,0.0019002924673259258,0.0001689245691522956,0.0019001236651092768,0.0022409032098948956,0.00027600981411524117,0.002240627072751522
0.0012959103332832456,0.00027327018324285746,0.001295636873692274,0.002858739113435149,0.00045124799362383783,0.002858287887647748,0.00291560310870409,0.0004403741331771016,0.002915162593126297,0.00335774221457541,0.0010240421397611499,0.0033567179925739765
0.001664463896304369,0.0006054562982171774,0.001663858536630869,0.0031421086750924587,0.003613172098994255,0.003138495609164238,0.0031120411586016417,0.0034720005933195353,0.003108569188043475,0.0029449216090142727,0.0076989782974123955,0.00293722259812057
0.0018933314131572843,0.0010505497921258211,0.0018922809977084398,0.0016945555107668042,0.0053540561348199844,0.0016892015701159835,0.0016832067631185055,0.005229841452091932,0.0016779769212007523,0.0018534926930442452,0.009222299791872501,0.0018442703876644373
0.002081930870190263,0.0022279703989624977,0.0020797031465917826,0.0023950606118887663,0.0041441661305725574,0.0023909166920930147,0.0024441704154014587,0.0039483169093728065,0.002440221607685089,0.002729974687099457,0.0078719612210989,0.002722102915868163
0.0022636984940618277,0.0032259291037917137,0.0022604726254940033,0.0033402801491320133,0.01136697456240654,0.0033289131242781878,0.0032834631856530905,0.010852348990738392,0.00327261071652174,0.003131289966404438,0.02068513259291649,0.0031106045935302973
0.0024183052591979504,0.007471946068108082,0.0024108332581818104,0.003304867772385478,0.011234059929847717,0.003293633460998535,0.0033684424124658108,0.011066519655287266,0.0033573759719729424,0.0037946489173918962,0.014253131113946438,0.0037803961895406246
0.0025511442217975855,0.010699273087084293,0.0025404454208910465,0.003840372199192643,0.12173264473676682,0.0037186399567872286,0.0037774192169308662,0.12108065187931061,0.0036563382018357515,0.0035863181110471487,0.1297859251499176,0.003456532023847103
0.0026720634195953608,0.01680249348282814,0.002655261429026723,0.0034355991519987583,0.013623864389955997,0.003421975299715996,0.0034928054083138704,0.013445528224110603,0.0034793601371347904,0.003971470985561609,0.015101339668035507,0.003956369590014219
0.0027615472208708525,0.018034087494015694,0.0027435130905359983,0.003493108320981264,0.06804510951042175,0.0034250630997121334,0.0034419246949255466,0.06778263300657272,0.0033741421066224575,0.0032107927836477757,0.06951124221086502,0.0031412816606462
0.0028453385457396507,0.025354547426104546,0.002819984219968319,0.002969828201457858,0.11077330261468887,0.002859054831787944,0.0030153191182762384,0.11050891131162643,0.002904810244217515,0.003453001379966736,0.11130939424037933,0.003341691568493843
0.0029158706311136484,0.028572525829076767,0.002887297887355089,0.0026931450702250004,0.0330604650080204,0.002660084515810013,0.0026520169340074062,0.03266642987728119,0.0026193500962108374,0.002472387393936515,0.03374069929122925,0.0024386467412114143
0.0029690249357372522,0.029612025246024132,0.002939413068816066,0.0021764410194009542,0.06793755292892456,0.0021085035987198353,0.0022153574973344803,0.06743708997964859,0.00214792019687593,0.0025422631297260523,0.06789696961641312,0.0024743659887462854
0.003016884671524167,0.03267547860741615,0.0029842089861631393,0.0025198517832905054,0.09393371641635895,0.0024259178899228573,0.002488769358024001,0.09353101253509521,0.002395238261669874,0.002465524012222886,0.09577205032110214,0.0023697521537542343
0.003055279841646552,0.03608180582523346,0.0030191983096301556,0.003012837143614888,0.07379013299942017,0.0029390465933829546,0.003027963452041149,0.07323969155550003,0.0029547237791121006,0.0031867455691099167,0.07584111392498016,0.0031109044793993235
0.0030840286053717136,0.03906123340129852,0.0030449675396084785,0.004032651428133249,0.11730597913265228,0.003915345761924982,0.004021190106868744,0.11696888506412506,0.0039042208809405565,0.0041950056329369545,0.12404505163431168,0.00407096091657877
0.0030888845212757587,0.0427214577794075,0.0030461628921329975,0.005063608288764954,0.0702918991446495,0.00499331671744585,0.005049973260611296,0.06979769468307495,0.004980176221579313,0.005079405847936869,0.07165490090847015,0.005007751286029816
0.003087041899561882,0.04334455728530884,0.0030436974484473467,0.004995670635253191,0.08863718807697296,0.0049070329405367374,0.005009120795875788,0.08840353041887283,0.004920716863125563,0.005241652950644493,0.0888562723994255,0.005152796860784292
0.003083354327827692,0.048260871320962906,0.0030350936576724052,0.003658176399767399,0.06226981058716774,0.0035959072411060333,0.0036453306674957275,0.061829544603824615,0.003583501325920224,0.0036752966698259115,0.06132517382502556,0.003613971872255206
0.003091460559517145,0.047212306410074234,0.0030442485585808754,0.0020873784087598324,0.05276228114962578,0.0020346164237707853,0.002086691791191697,0.05261246860027313,0.0020340795163065195,0.0023483543191105127,0.05241240933537483,0.00229594181291759
0.0031061251647770405,0.056588027626276016,0.0030495368409901857,0.0011849605944007635,0.16346901655197144,0.0010214915964752436,0.001201266422867775,0.16192840039730072,0.0010393379488959908,0.0011774174636229873,0.15721605718135834,0.0010202012490481138
0.003111408092081547,0.05553169175982475,0.0030558761209249496,0.0021924502216279507,0.010979079641401768,0.002181470859795809,0.0021602518390864134,0.011239728890359402,0.0021490121725946665,0.0025192471221089363,0.012305332347750664,0.0025069420225918293
